NAME : sw24978
2509 56533.3333 13183.3333
2510 56533.3333 13233.3333
2511 56533.3333 13250.0000
2512 56533.3333 13316.6667
2513 56533.3333 13333.3333
2514 56533.3333 13366.6667
2515 56533.3333 13433.3333
2516 56533.3333 13483.3333
2517 56533.3333 13516.6667
2518 56533.3333 13533.3333
2519 56533.3333 13566.6667
2520 56533.3333 13600.0000
2521 56533.3333 13616.6667
2522 56533.3333 13716.6667
2523 56533.3333 13800.0000
2524 56533.3333 13866.6667
2525 56533.3333 13916.6667
2526 56533.3333 13966.6667
2527 56533.3333 14016.6667
2528 56533.3333 14366.6667
2529 56533.3333 14416.6667
2530 56533.3333 14433.3333
2531 56533.3333 14450.0000
2532 56533.3333 14516.6667
2533 56533.3333 14716.6667
2534 56533.3333 14733.3333
2535 56533.3333 14766.6667
2536 56533.3333 14783.3333
2537 56533.3333 14816.6667
2538 56533.3333 14833.3333
2539 56533.3333 14850.0000
2540 56533.3333 14900.0000
2541 56533.3333 14916.6667
2542 56533.3333 14933.3333
2543 56533.3333 14983.3333
2544 56533.3333 15050.0000
2545 56533.3333 15166.6667
2546 56533.3333 15200.0000
2547 56533.3333 15333.3333
2548 56533.3333 15350.0000
2549 56533.3333 15383.3333
2550 56533.3333 15433.3333
2551 56533.3333 15450.0000
2552 56533.3333 15466.6667
2553 56533.3333 15583.3333
2554 56533.3333 15616.6667
2555 56533.3333 15650.0000
2556 56533.3333 15683.3333
2557 56533.3333 15800.0000
2558 56533.3333 15833.3333
2559 56533.3333 15900.0000
2560 56533.3333 16000.0000
2561 56533.3333 16050.0000
2562 56533.3333 16133.3333
2563 56533.3333 16150.0000
2564 56533.3333 16200.0000
2565 56533.3333 16433.3333
2566 56533.3333 16566.6667
2567 56533.3333 16600.0000
2568 56541.6667 12975.0000
2569 56549.7222 16233.3333
2570 56550.0000 12966.6667
2571 56550.0000 13033.3333
2572 56550.0000 13066.6667
2573 56550.0000 13116.6667
2574 56550.0000 13183.3333
2575 56550.0000 13266.6667
2576 56550.0000 13400.0000
2577 56550.0000 13466.6667
2578 56550.0000 13483.3333
2579 56550.0000 13500.0000
2580 56550.0000 13583.3333
2581 56550.0000 13700.0000
2582 56550.0000 13716.6667
2583 56550.0000 13833.3333
2584 56550.0000 13900.0000
2585 56550.0000 13950.0000
2586 56550.0000 13983.3333
2587 56550.0000 14033.3333
2588 56550.0000 14116.6667
2589 56550.0000 14133.3333
2590 56550.0000 14250.0000
2591 56550.0000 14383.3333
2592 56550.0000 14500.0000
2593 56550.0000 14616.6667
2594 56550.0000 14800.0000
2595 56550.0000 14950.0000
2596 56550.0000 15000.0000
2597 56550.0000 15016.6667
2598 56550.0000 15083.3333
2599 56550.0000 15150.0000
2600 56550.0000 15200.0000
2601 56550.0000 15216.6667
2602 56550.0000 15266.6667
2603 56550.0000 15300.0000
2604 56550.0000 15400.0000
2605 56550.0000 15416.6667
2606 56550.0000 15450.0000
2607 56550.0000 15466.6667
2608 56550.0000 15583.3333
2609 56550.0000 15650.0000
2610 56550.0000 15666.6667
2611 56550.0000 15700.0000
2612 56550.0000 15800.0000
2613 56550.0000 15966.6667
2614 56550.0000 16100.0000
2615 56550.0000 16116.6667
2616 56550.0000 16166.6667
2617 56550.0000 16183.3333
2618 56550.0000 16408.3333
2619 56550.0000 16416.6667
2620 56550.0000 16433.3333
2621 56566.6667 12983.3333
2622 56566.6667 13016.6667
2623 56566.6667 13083.3333
2624 56566.6667 13133.3333
2625 56566.6667 13266.6667
2626 56566.6667 13300.0000
2627 56566.6667 13316.6667
2628 56566.6667 13366.6667
2629 56566.6667 13416.6667
2630 56566.6667 13500.0000
2631 56566.6667 13550.0000
2632 56566.6667 13650.0000
2633 56566.6667 13683.3333
2634 56566.6667 13700.0000
2635 56566.6667 13766.6667
2636 56566.6667 13816.6667
2637 56566.6667 13833.3333
2638 56566.6667 13850.0000
2639 56566.6667 13883.3333
2640 56566.6667 13916.6667
2641 56566.6667 13966.6667
2642 56566.6667 14000.0000
2643 56566.6667 14116.6667
2644 56566.6667 14183.3333
2645 56566.6667 14216.6667
2646 56566.6667 14266.6667
2647 56566.6667 14350.0000
2648 56566.6667 14466.6667
2649 56566.6667 14733.3333
2650 56566.6667 14783.3333
2651 56566.6667 14833.3333
2652 56566.6667 14850.0000
2653 56566.6667 14933.3333
2654 56566.6667 15000.0000
2655 56566.6667 15016.6667
2656 56566.6667 15033.3333
2657 56566.6667 15066.6667
2658 56566.6667 15083.3333
2659 56566.6667 15116.6667
2660 56566.6667 15133.3333
2661 56566.6667 15150.0000
2662 56566.6667 15183.3333
2663 56566.6667 15366.6667
2664 56566.6667 15416.6667
2665 56566.6667 15433.3333
2666 56566.6667 15450.0000
2667 56566.6667 15466.6667
2668 56566.6667 15550.0000
2669 56566.6667 15583.3333
2670 56566.6667 15600.0000
2671 56566.6667 15633.3333
2672 56566.6667 15650.0000
2673 56566.6667 15750.0000
2674 56566.6667 15916.6667
2675 56566.6667 15966.6667
2676 56566.6667 16066.6667
2677 56566.6667 16083.3333
2678 56566.6667 16116.6667
2679 56566.6667 16150.0000
2680 56566.6667 16183.0556
2681 56566.6667 16216.6667
2682 56566.6667 16400.0000
2683 56566.6667 16416.6667
2684 56566.6667 16566.6667
2685 56566.6667 16616.6667
2686 56583.3333 12958.3333
2687 56583.3333 13100.0000
2688 56583.3333 13116.6667
2689 56583.3333 13150.0000
2690 56583.3333 13233.3333
2691 56583.3333 13250.0000
2692 56583.3333 13300.0000
2693 56583.3333 13316.6667
2694 56583.3333 13383.3333
2695 56583.3333 13450.0000
2696 56583.3333 13466.6667
2697 56583.3333 13483.3333
2698 56583.3333 13500.0000
2699 56583.3333 13533.3333
2700 56583.3333 13566.6667
2701 56583.3333 13600.0000
2702 56583.3333 13616.6667
2703 56583.3333 13650.0000
2704 56583.3333 13666.6667
2705 56583.3333 13733.3333
2706 56583.3333 13783.3333
2707 56583.3333 13816.6667
2708 56583.3333 13833.3333
2709 56583.3333 13866.6667
2710 56583.3333 13883.3333
2711 56583.3333 13966.6667
2712 56583.3333 14016.6667
2713 56583.3333 14116.6667
2714 56583.3333 14150.0000
2715 56583.3333 14266.6667
2716 56583.3333 14300.0000
2717 56583.3333 14316.6667
2718 56583.3333 14350.0000
2719 56583.3333 14383.3333
2720 56583.3333 14500.0000
2721 56583.3333 14600.0000
2722 56583.3333 14616.6667
2723 56583.3333 14633.3333
2724 56583.3333 14750.0000
2725 56583.3333 14766.6667
2726 56583.3333 14933.3333
2727 56583.3333 14950.0000
2728 56583.3333 15033.3333
2729 56583.3333 15050.0000
2730 56583.3333 15066.6667
2731 56583.3333 15150.0000
2732 56583.3333 15166.6667
2733 56583.3333 15200.0000
2734 56583.3333 15250.0000
2735 56583.3333 15266.6667
2736 56583.3333 15316.6667
2737 56583.3333 15333.3333
2738 56583.3333 15350.0000
2739 56583.3333 15400.0000
2740 56583.3333 15416.6667
2741 56583.3333 15433.3333
2742 56583.3333 15483.3333
2743 56583.3333 15500.0000
2744 56583.3333 15566.6667
2745 56583.3333 15583.3333
2746 56583.3333 15600.0000
2747 56583.3333 15616.6667
2748 56583.3333 15633.3333
2749 56583.3333 15666.6667
2750 56583.3333 15716.6667
2751 56583.3333 15833.3333
2752 56583.3333 15866.6667
2753 56583.3333 16100.0000
2754 56583.3333 16216.6667
2755 56583.3333 16416.6667
2756 56583.3333 16450.0000
2757 56583.3333 16466.6667
2758 56583.3333 16616.6667
2759 56583.3333 16650.0000
2760 56583.3333 16666.6667
2761 56591.6667 12950.0000
2762 56591.6667 16200.0000
2763 56600.0000 12916.6667
2764 56600.0000 12933.3333
2765 56600.0000 13000.0000
2766 56600.0000 13216.6667
2767 56600.0000 13250.0000
2768 56600.0000 13316.6667
2769 56600.0000 13416.6667
2770 56600.0000 13516.6667
2771 56600.0000 13583.3333
2772 56600.0000 13616.6667
2773 56600.0000 13800.0000
2774 56600.0000 13916.6667
2775 56600.0000 13933.3333
2776 56600.0000 13950.0000
2777 56600.0000 13983.3333
2778 56600.0000 14050.0000
2779 56600.0000 14066.6667
2780 56600.0000 14166.6667
2781 56600.0000 14216.6667
2782 56600.0000 14283.3333
2783 56600.0000 14333.3333
2784 56600.0000 14350.0000
2785 56600.0000 14450.0000
2786 56600.0000 14516.6667
2787 56600.0000 14550.0000
2788 56600.0000 14883.3333
2789 56600.0000 14966.6667
2790 56600.0000 15000.0000
2791 56600.0000 15033.3333
2792 56600.0000 15066.6667
2793 56600.0000 15083.3333
2794 56600.0000 15100.0000
2795 56600.0000 15133.3333
2796 56600.0000 15166.6667
2797 56600.0000 15200.0000
2798 56600.0000 15233.3333
2799 56600.0000 15266.6667
2800 56600.0000 15283.3333
2801 56600.0000 15366.6667
2802 56600.0000 15400.0000
2803 56600.0000 15416.6667
2804 56600.0000 15500.0000
2805 56600.0000 15516.6667
2806 56600.0000 15566.6667
2807 56600.0000 15583.3333
2808 56600.0000 15616.6667
2809 56600.0000 15800.0000
2810 56600.0000 15833.3333
2811 56600.0000 15850.0000
2812 56600.0000 15966.6667
2813 56600.0000 16100.0000
2814 56600.0000 16133.3333
2815 56600.0000 16166.6667
2816 56600.0000 16200.0000
2817 56600.0000 16233.3333
2818 56600.0000 16466.6667
2819 56600.0000 16600.0000
2820 56600.0000 16616.6667
2821 56600.0000 16633.3333
2822 56600.0000 16666.6667
2823 56616.6667 12933.3333
2824 56616.6667 12983.3333
2825 56616.6667 13000.0000
2826 56616.6667 13050.0000
2827 56616.6667 13216.6667
2828 56616.6667 13250.0000
2829 56616.6667 13366.6667
2830 56616.6667 13466.6667
2831 56616.6667 13483.3333
2832 56616.6667 13566.6667
2833 56616.6667 13600.0000
2834 56616.6667 13633.3333
2835 56616.6667 13683.3333
2836 56616.6667 13766.6667
2837 56616.6667 13816.6667
2838 56616.6667 13833.3333
2839 56616.6667 13916.6667
2840 56616.6667 14016.6667
2841 56616.6667 14166.6667
2842 56616.6667 14183.3333
2843 56616.6667 14200.0000
2844 56616.6667 14266.6667
2845 56616.6667 14300.0000
2846 56616.6667 14333.3333
2847 56616.6667 14350.0000
2848 56616.6667 14383.3333
2849 56616.6667 14400.0000
2850 56616.6667 14600.0000
2851 56616.6667 15016.6667
2852 56616.6667 15033.3333
2853 56616.6667 15050.0000
2854 56616.6667 15133.3333
2855 56616.6667 15150.0000
2856 56616.6667 15200.0000
2857 56616.6667 15216.6667
2858 56616.6667 15283.3333
2859 56616.6667 15316.6667
2860 56616.6667 15366.6667
2861 56616.6667 15400.0000
2862 56616.6667 15416.6667
2863 56616.6667 15433.3333
2864 56616.6667 15483.3333
2865 56616.6667 15516.6667
2866 56616.6667 15533.3333
2867 56616.6667 15566.6667
2868 56616.6667 15583.3333
2869 56616.6667 15633.3333
2870 56616.6667 15666.6667
2871 56616.6667 15783.3333
2872 56616.6667 15816.6667
2873 56616.6667 15833.3333
2874 56616.6667 16033.3333
2875 56616.6667 16100.0000
2876 56616.6667 16466.6667
2877 56616.6667 16483.3333
2878 56616.6667 16516.6667
2879 56616.6667 16550.0000
2880 56616.6667 16600.0000
2881 56616.6667 16650.0000
2882 56616.6667 16666.6667
2883 56633.0556 16166.6667
2884 56633.3333 12900.0000
2885 56633.3333 12916.6667
2886 56633.3333 13033.3333
2887 56633.3333 13066.6667
2888 56633.3333 13166.6667
2889 56633.3333 13200.0000
2890 56633.3333 13266.6667
2891 56633.3333 13383.3333
2892 56633.3333 13416.6667
2893 56633.3333 13433.3333
2894 56633.3333 13466.6667
2895 56633.3333 13683.3333
2896 56633.3333 13716.6667
2897 56633.3333 13800.0000
2898 56633.3333 14016.6667
2899 56633.3333 14216.6667
2900 56633.3333 14250.0000
2901 56633.3333 14283.3333
2902 56633.3333 14316.6667
2903 56633.3333 14333.3333
2904 56633.3333 14400.0000
2905 56633.3333 14483.3333
2906 56633.3333 14533.3333
2907 56633.3333 14916.6667
2908 56633.3333 14933.3333
2909 56633.3333 15016.6667
2910 56633.3333 15050.0000
2911 56633.3333 15116.6667
2912 56633.3333 15233.3333
2913 56633.3333 15316.6667
2914 56633.3333 15350.0000
2915 56633.3333 15383.3333
2916 56633.3333 15450.0000
2917 56633.3333 15466.6667
2918 56633.3333 15533.3333
2919 56633.3333 15550.0000
2920 56633.3333 15600.0000
2921 56633.3333 15616.6667
2922 56633.3333 15633.3333
2923 56633.3333 15716.6667
2924 56633.3333 15783.3333
2925 56633.3333 15800.0000
2926 56633.3333 15966.6667
2927 56633.3333 15983.3333
2928 56633.3333 16166.6667
2929 56633.3333 16216.6667
2930 56633.3333 16266.6667
2931 56633.3333 16483.3333
2932 56633.3333 16500.0000
2933 56633.3333 16550.0000
2934 56633.3333 16650.0000
2935 56641.6667 12900.0000
2936 56649.7222 16266.6667
2937 56649.7222 16466.6667
2938 56650.0000 12733.3333
2939 56650.0000 12791.6667
2940 56650.0000 12800.0000
2941 56650.0000 12916.6667
2942 56650.0000 12933.3333
2943 56650.0000 13050.0000
2944 56650.0000 13150.0000
2945 56650.0000 13266.6667
2946 56650.0000 13333.3333
2947 56650.0000 13416.6667
2948 56650.0000 13533.3333
2949 56650.0000 13566.6667
2950 56650.0000 13583.3333
2951 56650.0000 13683.3333
2952 56650.0000 13733.3333
2953 56650.0000 13833.3333
2954 56650.0000 13850.0000
2955 56650.0000 14016.6667
2956 56650.0000 14033.3333
2957 56650.0000 14066.6667
2958 56650.0000 14083.3333
2959 56650.0000 14183.3333
2960 56650.0000 14233.3333
2961 56650.0000 14250.0000
2962 56650.0000 14350.0000
2963 56650.0000 14366.6667
2964 56650.0000 14500.0000
2965 56650.0000 14516.6667
2966 56650.0000 14566.6667
2967 56650.0000 14650.0000
2968 56650.0000 15066.6667
2969 56650.0000 15116.6667
2970 56650.0000 15150.0000
2971 56650.0000 15166.6667
2972 56650.0000 15216.6667
2973 56650.0000 15283.3333
2974 56650.0000 15300.0000
2975 56650.0000 15316.6667
2976 56650.0000 15333.3333
2977 56650.0000 15350.0000
2978 56650.0000 15366.6667
2979 56650.0000 15433.3333
2980 56650.0000 15500.0000
2981 56650.0000 15583.3333
2982 56650.0000 15616.6667
2983 56650.0000 15666.6667
2984 56650.0000 15716.6667
2985 56650.0000 15733.3333
2986 56650.0000 15766.6667
2987 56650.0000 15783.3333
2988 56650.0000 15850.0000
2989 56650.0000 15866.6667
2990 56650.0000 15883.3333
2991 56650.0000 15916.6667
2992 56650.0000 16000.0000
2993 56650.0000 16016.6667
2994 56650.0000 16150.0000
2995 56650.0000 16183.3333
2996 56650.0000 16216.6667
2997 56650.0000 16333.3333
2998 56650.0000 16466.6667
2999 56650.0000 16500.0000
3000 56650.0000 16533.3333
3001 56650.0000 16633.3333
3002 56650.0000 16650.0000
3003 56650.0000 16666.6667
3004 56666.6667 12766.6667
3005 56666.6667 12800.0000
3006 56666.6667 12883.3333
3007 56666.6667 12900.0000
3008 56666.6667 12916.6667
3009 56666.6667 12950.0000
3010 56666.6667 13000.0000
3011 56666.6667 13116.6667
3012 56666.6667 13200.0000
3013 56666.6667 13283.3333
3014 56666.6667 13416.6667
3015 56666.6667 13483.3333
3016 56666.6667 13550.0000
3017 56666.6667 13633.3333
3018 56666.6667 13666.6667
3019 56666.6667 13700.0000
3020 56666.6667 13766.6667
3021 56666.6667 13816.6667
3022 56666.6667 13883.3333
3023 56666.6667 13916.6667
3024 56666.6667 14033.3333
3025 56666.6667 14050.0000
3026 56666.6667 14266.6667
3027 56666.6667 14383.3333
3028 56666.6667 14416.6667
3029 56666.6667 14833.3333
3030 56666.6667 14883.3333
3031 56666.6667 14933.3333
3032 56666.6667 14983.3333
3033 56666.6667 15100.0000
3034 56666.6667 15116.6667
3035 56666.6667 15183.3333
3036 56666.6667 15216.6667
3037 56666.6667 15250.0000
3038 56666.6667 15266.6667
3039 56666.6667 15383.3333
3040 56666.6667 15450.0000
3041 56666.6667 15500.0000
3042 56666.6667 15533.3333
3043 56666.6667 15583.3333
3044 56666.6667 15683.3333
3045 56666.6667 15700.0000
3046 56666.6667 15716.6667
3047 56666.6667 15783.3333
3048 56666.6667 15800.0000
3049 56666.6667 15833.3333
3050 56666.6667 15916.6667
3051 56666.6667 16216.6667
3052 56666.6667 16366.6667
3053 56666.6667 16483.3333
3054 56666.6667 16533.3333
3055 56666.6667 16550.0000
3056 56666.6667 16600.0000
3057 56666.6667 16633.3333
3058 56666.6667 16666.6667
3059 56666.6667 16683.3333
3060 56671.3889 12855.5556
3061 56675.0000 12925.0000
3062 56683.3333 12683.3333
3063 56683.3333 12700.0000
3064 56683.3333 12708.3333
3065 56683.3333 12716.6667
3066 56683.3333 12733.3333
3067 56683.3333 12750.0000
3068 56683.3333 12766.6667
3069 56683.3333 12833.3333
3070 56683.3333 12850.0000
3071 56683.3333 12883.3333
3072 56683.3333 12966.6667
3073 56683.3333 13016.6667
3074 56683.3333 13350.0000
3075 56683.3333 13366.6667
3076 56683.3333 13466.6667
3077 56683.3333 13533.3333
3078 56683.3333 13583.3333
3079 56683.3333 13683.3333
3080 56683.3333 13733.3333
3081 56683.3333 13800.0000
3082 56683.3333 13883.3333
3083 56683.3333 13916.6667
3084 56683.3333 14216.6667
3085 56683.3333 14383.3333
3086 56683.3333 14433.3333
3087 56683.3333 14450.0000
3088 56683.3333 14483.3333
3089 56683.3333 14600.0000
3090 56683.3333 14866.6667
3091 56683.3333 15033.3333
3092 56683.3333 15050.0000
3093 56683.3333 15066.6667
3094 56683.3333 15083.3333
3095 56683.3333 15100.0000
3096 56683.3333 15133.3333
3097 56683.3333 15183.3333
3098 56683.3333 15200.0000
3099 56683.3333 15216.6667
3100 56683.3333 15233.3333
3101 56683.3333 15283.3333
3102 56683.3333 15300.0000
3103 56683.3333 15316.6667
3104 56683.3333 15333.3333
3105 56683.3333 15366.6667
3106 56683.3333 15383.3333
3107 56683.3333 15450.0000
3108 56683.3333 15466.6667
3109 56683.3333 15500.0000
3110 56683.3333 15516.6667
3111 56683.3333 15550.0000
3112 56683.3333 15583.3333
3113 56683.3333 15600.0000
3114 56683.3333 15650.0000
3115 56683.3333 15666.6667
3116 56683.3333 15716.6667
3117 56683.3333 15733.3333
3118 56683.3333 15783.3333
3119 56683.3333 15833.3333
3120 56683.3333 15850.0000
3121 56683.3333 15866.6667
3122 56683.3333 15950.0000
3123 56683.3333 15966.6667
3124 56683.3333 16000.0000
3125 56683.3333 16016.6667
3126 56683.3333 16050.0000
3127 56683.3333 16133.3333
3128 56683.3333 16150.0000
3129 56683.3333 16200.0000
3130 56683.3333 16250.0000
3131 56683.3333 16333.3333
3132 56683.3333 16350.0000
3133 56683.3333 16483.3333
3134 56683.3333 16516.6667
3135 56683.3333 16550.0000
3136 56683.3333 16583.3333
3137 56683.3333 16650.0000
3138 56683.3333 16683.3333
3139 56700.0000 12683.3333
3140 56700.0000 12700.0000
3141 56700.0000 12733.3333
3142 56700.0000 12766.6667
3143 56700.0000 12783.3333
3144 56700.0000 12866.6667
3145 56700.0000 12900.0000
3146 56700.0000 12916.6667
3147 56700.0000 12950.0000
3148 56700.0000 12966.6667
3149 56700.0000 13016.6667
3150 56700.0000 13066.6667
3151 56700.0000 13150.0000
3152 56700.0000 13216.6667
3153 56700.0000 13333.3333
3154 56700.0000 13433.3333
3155 56700.0000 13466.6667
3156 56700.0000 13500.0000
3157 56700.0000 13533.3333
3158 56700.0000 13583.3333
3159 56700.0000 13600.0000
3160 56700.0000 13616.6667
3161 56700.0000 13650.0000
3162 56700.0000 13666.6667
3163 56700.0000 13700.0000
3164 56700.0000 13750.0000
3165 56700.0000 13766.6667
3166 56700.0000 13800.0000
3167 56700.0000 13850.0000
3168 56700.0000 14066.6667
3169 56700.0000 14233.3333
3170 56700.0000 14333.3333
3171 56700.0000 14350.0000
3172 56700.0000 14500.0000
3173 56700.0000 14533.3333
3174 56700.0000 14566.6667
3175 56700.0000 14600.0000
3176 56700.0000 14633.3333
3177 56700.0000 14833.3333
3178 56700.0000 14866.6667
3179 56700.0000 14916.6667
3180 56700.0000 15016.6667
3181 56700.0000 15033.3333
3182 56700.0000 15083.3333
3183 56700.0000 15183.3333
3184 56700.0000 15233.3333
3185 56700.0000 15300.0000
3186 56700.0000 15350.0000
3187 56700.0000 15416.6667
3188 56700.0000 15466.6667
3189 56700.0000 15483.3333
3190 56700.0000 15516.6667
3191 56700.0000 15533.3333
3192 56700.0000 15550.0000
3193 56700.0000 15566.6667
3194 56700.0000 15666.6667
3195 56700.0000 15716.6667
3196 56700.0000 15733.3333
3197 56700.0000 15750.0000
3198 56700.0000 15816.6667
3199 56700.0000 15833.3333
3200 56700.0000 15883.3333
3201 56700.0000 15983.3333
3202 56700.0000 16000.0000
3203 56700.0000 16116.6667
3204 56700.0000 16133.3333
3205 56700.0000 16266.6667
3206 56700.0000 16300.0000
3207 56700.0000 16316.6667
3208 56700.0000 16500.0000
3209 56700.0000 16566.6667
3210 56700.0000 16666.6667
3211 56700.0000 16683.3333
3212 56716.6667 12650.0000
3213 56716.6667 12700.0000
3214 56716.6667 12833.3333
3215 56716.6667 12916.6667
3216 56716.6667 13116.6667
3217 56716.6667 13166.6667
3218 56716.6667 13233.3333
3219 56716.6667 13300.0000
3220 56716.6667 13366.6667
3221 56716.6667 13433.3333
3222 56716.6667 13450.0000
3223 56716.6667 13466.6667
3224 56716.6667 13583.3333
3225 56716.6667 13600.0000
3226 56716.6667 13916.6667
3227 56716.6667 13933.3333
3228 56716.6667 14100.0000
3229 56716.6667 14166.6667
3230 56716.6667 14200.0000
3231 56716.6667 14333.3333
3232 56716.6667 14416.6667
3233 56716.6667 14500.0000
3234 56716.6667 14516.6667
3235 56716.6667 14550.0000
3236 56716.6667 14583.3333
3237 56716.6667 14666.6667
3238 56716.6667 14683.3333
3239 56716.6667 14700.0000
3240 56716.6667 14716.6667
3241 56716.6667 14933.3333
3242 56716.6667 15050.0000
3243 56716.6667 15183.3333
3244 56716.6667 15333.3333
3245 56716.6667 15350.0000
3246 56716.6667 15450.0000
3247 56716.6667 15466.6667
3248 56716.6667 15483.3333
3249 56716.6667 15500.0000
3250 56716.6667 15516.6667
3251 56716.6667 15616.6667
3252 56716.6667 15683.3333
3253 56716.6667 15716.6667
3254 56716.6667 15733.3333
3255 56716.6667 15766.6667
3256 56716.6667 15800.0000
3257 56716.6667 15816.6667
3258 56716.6667 15866.6667
3259 56716.6667 15900.0000
3260 56716.6667 15983.3333
3261 56716.6667 16033.3333
3262 56716.6667 16100.0000
3263 56716.6667 16133.3333
3264 56716.6667 16300.0000
3265 56716.6667 16350.0000
3266 56716.6667 16516.6667
3267 56716.6667 16533.3333
3268 56716.6667 16550.0000
3269 56716.6667 16566.6667
3270 56716.6667 16583.3333
3271 56716.6667 16666.6667
3272 56716.6667 16700.0000
3273 56716.6667 16716.6667
3274 56722.2222 12671.9444
3275 56733.3333 12633.3333
3276 56733.3333 12850.0000
3277 56733.3333 12900.0000
3278 56733.3333 12916.6667
3279 56733.3333 13050.0000
3280 56733.3333 13116.6667
3281 56733.3333 13166.6667
3282 56733.3333 13433.3333
3283 56733.3333 13466.6667
3284 56733.3333 13583.3333
3285 56733.3333 13633.3333
3286 56733.3333 13683.3333
3287 56733.3333 13850.0000
3288 56733.3333 13866.6667
3289 56733.3333 13983.3333
3290 56733.3333 14366.6667
3291 56733.3333 14466.6667
3292 56733.3333 14500.0000
3293 56733.3333 14533.3333
3294 56733.3333 14700.0000
3295 56733.3333 14716.6667
3296 56733.3333 14816.6667
3297 56733.3333 14916.6667
3298 56733.3333 15000.0000
3299 56733.3333 15216.6667
3300 56733.3333 15266.6667
3301 56733.3333 15350.0000
3302 56733.3333 15433.3333
3303 56733.3333 15466.6667
3304 56733.3333 15516.6667
3305 56733.3333 15666.6667
3306 56733.3333 15716.6667
3307 56733.3333 15733.3333
3308 56733.3333 15750.0000
3309 56733.3333 15766.6667
3310 56733.3333 15783.3333
3311 56733.3333 15816.6667
3312 56733.3333 15850.0000
3313 56733.3333 15883.3333
3314 56733.3333 15916.6667
3315 56733.3333 15950.0000
3316 56733.3333 15966.6667
3317 56733.3333 16033.3333
3318 56733.3333 16050.0000
3319 56733.3333 16116.6667
3320 56733.3333 16133.3333
3321 56733.3333 16150.0000
3322 56733.3333 16266.6667
3323 56733.3333 16283.3333
3324 56733.3333 16300.0000
3325 56733.3333 16516.6667
3326 56733.3333 16533.3333
3327 56733.3333 16583.3333
3328 56750.0000 12633.3333
3329 56750.0000 12650.0000
3330 56750.0000 12716.6667
3331 56750.0000 12733.3333
3332 56750.0000 12766.6667
3333 56750.0000 12833.3333
3334 56750.0000 12933.3333
3335 56750.0000 12950.0000
3336 56750.0000 12983.3333
3337 56750.0000 13000.0000
3338 56750.0000 13100.0000
3339 56750.0000 13116.6667
3340 56750.0000 13166.6667
3341 56750.0000 13266.6667
3342 56750.0000 13283.3333
3343 56750.0000 13350.0000
3344 56750.0000 13383.3333
3345 56750.0000 13466.6667
3346 56750.0000 13500.0000
3347 56750.0000 13516.6667
3348 56750.0000 13633.3333
3349 56750.0000 13933.3333
3350 56750.0000 13966.6667
3351 56750.0000 14000.0000
3352 56750.0000 14150.0000
3353 56750.0000 14166.6667
3354 56750.0000 14200.0000
3355 56750.0000 14250.0000
3356 56750.0000 14316.6667
3357 56750.0000 14383.3333
3358 56750.0000 14416.6667
3359 56750.0000 14516.6667
3360 56750.0000 14566.6667
3361 56750.0000 14616.6667
3362 56750.0000 14666.6667
3363 56750.0000 14700.0000
3364 56750.0000 14733.3333
3365 56750.0000 14750.0000
3366 56750.0000 14916.6667
3367 56750.0000 14983.3333
3368 56750.0000 15000.0000
3369 56750.0000 15033.3333
3370 56750.0000 15166.6667
3371 56750.0000 15266.6667
3372 56750.0000 15483.3333
3373 56750.0000 15683.3333
3374 56750.0000 15733.3333
3375 56750.0000 15783.3333
3376 56750.0000 15850.0000
3377 56750.0000 15883.3333
3378 56750.0000 15900.0000
3379 56750.0000 15933.3333
3380 56750.0000 15950.0000
3381 56750.0000 15966.6667
3382 56750.0000 16000.0000
3383 56750.0000 16100.0000
3384 56750.0000 16200.0000
3385 56750.0000 16216.6667
3386 56750.0000 16233.3333
3387 56750.0000 16266.6667
3388 56750.0000 16300.0000
3389 56750.0000 16516.6667
3390 56750.0000 16566.6667
3391 56750.0000 16650.0000
3392 56750.0000 16666.6667
3393 56750.0000 16700.0000
3394 56750.0000 16716.6667
3395 56766.6667 12616.6667
3396 56766.6667 12633.3333
3397 56766.6667 12650.0000
3398 56766.6667 12666.6667
3399 56766.6667 12683.3333
3400 56766.6667 12800.0000
3401 56766.6667 12916.6667
3402 56766.6667 12950.0000
3403 56766.6667 12983.3333
3404 56766.6667 13116.6667
3405 56766.6667 13150.0000
3406 56766.6667 13200.0000
3407 56766.6667 13266.6667
3408 56766.6667 13466.6667
3409 56766.6667 13500.0000
3410 56766.6667 13533.3333
3411 56766.6667 13566.6667
3412 56766.6667 13666.6667
3413 56766.6667 13716.6667
3414 56766.6667 13816.6667
3415 56766.6667 13983.3333
3416 56766.6667 14116.6667
3417 56766.6667 14166.6667
3418 56766.6667 14233.3333
3419 56766.6667 14316.6667
3420 56766.6667 14333.3333
3421 56766.6667 14400.0000
3422 56766.6667 14416.6667
3423 56766.6667 14433.3333
3424 56766.6667 14450.0000
3425 56766.6667 14466.6667
3426 56766.6667 14483.3333
3427 56766.6667 14550.0000
3428 56766.6667 14600.0000
3429 56766.6667 14816.6667
3430 56766.6667 14866.6667
3431 56766.6667 14916.6667
3432 56766.6667 14950.0000
3433 56766.6667 15150.0000
3434 56766.6667 15416.6667
3435 56766.6667 15533.3333
3436 56766.6667 15566.6667
3437 56766.6667 15650.0000
3438 56766.6667 15733.3333
3439 56766.6667 15766.6667
3440 56766.6667 15783.3333
